age,workclass,education,marital.status,income
37,Private,Some-college,Married,<=50K.
50,Private,HS-grad,Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
49,Self,HS-grad,Married,<=50K.
55,Private,7th-8th,Married,<=50K.
61,Private,12th,Widowed,<=50K.
22,Private,HS-grad,Married,<=50K.
23,Private,Assoc-acdm,Never Married,<=50K.
43,Private,HS-grad,Never Married,<=50K.
39,Private,Bachelors,Divorced,<=50K.
21,Private,Some-college,Never Married,<=50K.
52,Self,HS-grad,Married,>50K.
30,Private,Assoc-voc,Married,<=50K.
42,Private,Bachelors,Divorced,>50K.
50,Self,Bachelors,Married,<=50K.
51,Self,Assoc-acdm,Divorced,<=50K.
47,Private,10th,Divorced,<=50K.
49,NA,9th,Divorced,<=50K.
45,Private,HS-grad,Married,<=50K.
48,Govt,Some-college,Widowed,<=50K.
36,Private,Bachelors,Married,>50K.
20,Unemp,Some-college,Never Married,<=50K.
61,Private,HS-grad,Married,<=50K.
72,Private,Bachelors,Divorced,<=50K.
19,Private,Some-college,Never Married,<=50K.
54,Self,Bachelors,Married,>50K.
47,NA,Some-college,Divorced,<=50K.
39,Private,HS-grad,Divorced,<=50K.
24,Private,11th,Never Married,<=50K.
44,Private,Some-college,Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
58,Private,HS-grad,Married,>50K.
20,Private,12th,Never Married,<=50K.
62,Private,HS-grad,Married,<=50K.
25,Private,HS-grad,Never Married,<=50K.
67,Private,Bachelors,Married,<=50K.
37,Govt,Assoc-acdm,Married,>50K.
36,Private,HS-grad,Divorced,<=50K.
38,Private,Assoc-voc,Separated,<=50K.
23,Private,HS-grad,Divorced,<=50K.
28,Private,HS-grad,Married,<=50K.
25,Private,HS-grad,Divorced,<=50K.
41,Self,Doctorate,Married,>50K.
63,Private,Bachelors,Married,>50K.
60,Self,HS-grad,Married,<=50K.
31,Self,HS-grad,Married,<=50K.
29,Self,HS-grad,Married,<=50K.
37,Private,Bachelors,Married,>50K.
51,Private,9th,Married,<=50K.
45,Private,Some-college,Married,>50K.
27,Private,HS-grad,Married,<=50K.
18,Private,Some-college,Never Married,<=50K.
34,Private,HS-grad,Divorced,<=50K.
66,Self,Doctorate,Married,>50K.
19,NA,Some-college,Never Married,<=50K.
36,Private,HS-grad,Married,<=50K.
35,Private,Bachelors,Divorced,<=50K.
27,Private,HS-grad,Married,<=50K.
29,Private,Some-college,Divorced,<=50K.
25,Private,HS-grad,Never Married,<=50K.
22,Private,Some-college,Never Married,>50K.
41,Private,Some-college,Married,>50K.
20,Private,Assoc-acdm,Never Married,<=50K.
52,Private,HS-grad,Married,<=50K.
34,Private,Some-college,Separated,<=50K.
44,Private,Prof-school,Divorced,>50K.
50,Private,Masters,Divorced,>50K.
49,Self,Bachelors,Married,>50K.
36,NA,Bachelors,Never Married,<=50K.
71,Govt,Prof-school,Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
59,Self,HS-grad,Married,>50K.
41,Private,5th-6th,Married,<=50K.
38,Private,Some-college,Divorced,<=50K.
55,Govt,HS-grad,Married,<=50K.
17,Private,9th,Never Married,<=50K.
45,Private,Bachelors,Married,>50K.
43,Self,HS-grad,Divorced,<=50K.
19,Private,12th,Never Married,<=50K.
33,Private,HS-grad,Divorced,<=50K.
63,Private,HS-grad,Never Married,<=50K.
39,Self,HS-grad,Divorced,>50K.
34,Private,HS-grad,Married,<=50K.
31,Private,Assoc-acdm,Never Married,<=50K.
21,Private,12th,Married,<=50K.
23,Private,Assoc-voc,Never Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
45,Private,Bachelors,Divorced,>50K.
59,Private,HS-grad,Married,<=50K.
58,Private,Masters,Married,>50K.
66,Govt,HS-grad,Widowed,>50K.
37,Private,Assoc-voc,Married,>50K.
29,Private,Some-college,Divorced,<=50K.
32,Govt,Bachelors,Divorced,<=50K.
39,Private,Bachelors,Married,>50K.
57,Private,HS-grad,Widowed,<=50K.
57,Private,Masters,Married,>50K.
50,Self,HS-grad,Married,<=50K.
44,Self,Bachelors,Married,>50K.
56,Private,Assoc-voc,Married,>50K.
26,Private,Masters,Never Married,<=50K.
22,NA,Some-college,Never Married,<=50K.
26,Self,Assoc-voc,Never Married,<=50K.
33,Private,Bachelors,Married,>50K.
36,Self,Assoc-voc,Married,>50K.
45,Private,Some-college,Married,>50K.
56,Govt,Doctorate,Divorced,<=50K.
23,Private,Some-college,Never Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
35,Govt,Bachelors,Divorced,<=50K.
39,Private,Bachelors,Married,>50K.
45,Private,HS-grad,Divorced,<=50K.
21,Private,Some-college,Never Married,<=50K.
56,Govt,HS-grad,Married,<=50K.
31,Govt,HS-grad,Never Married,<=50K.
44,Private,12th,Never Married,<=50K.
21,NA,Some-college,Never Married,<=50K.
31,Private,HS-grad,Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
17,NA,11th,Never Married,<=50K.
44,Govt,HS-grad,Married,>50K.
19,Private,Some-college,Never Married,<=50K.
71,NA,HS-grad,Widowed,<=50K.
23,Private,Some-college,Never Married,<=50K.
21,Private,HS-grad,Never Married,<=50K.
29,Govt,Masters,Married,<=50K.
33,Private,Some-college,Separated,<=50K.
46,Private,HS-grad,Divorced,>50K.
21,NA,Some-college,Never Married,<=50K.
36,Self,Some-college,Married,>50K.
70,Self,Masters,Married,>50K.
19,Private,HS-grad,Never Married,<=50K.
29,Private,Some-college,Married,<=50K.
34,Private,Assoc-acdm,Never Married,<=50K.
26,Private,Some-college,Never Married,<=50K.
30,Private,Bachelors,Never Married,<=50K.
34,Private,Some-college,Never Married,<=50K.
24,NA,Bachelors,Never Married,<=50K.
28,Private,HS-grad,Never Married,<=50K.
24,NA,Some-college,Never Married,<=50K.
76,Private,Bachelors,Married,>50K.
19,Private,12th,Never Married,<=50K.
45,Private,10th,Married,<=50K.
24,Self,Some-college,Never Married,>50K.
37,Private,Bachelors,Married,>50K.
24,Private,Bachelors,Married,<=50K.
24,Private,Bachelors,Never Married,<=50K.
40,Private,HS-grad,Married,>50K.
20,Private,Some-college,Never Married,<=50K.
23,Govt,11th,Married,<=50K.
25,Private,Some-college,Never Married,<=50K.
64,Private,Assoc-acdm,Never Married,<=50K.
53,Govt,Masters,Married,>50K.
28,Private,Some-college,Married,<=50K.
52,Govt,Masters,Married,>50K.
28,Private,Prof-school,Never Married,<=50K.
31,Private,Assoc-acdm,Married,>50K.
77,Private,Bachelors,Never Married,<=50K.
22,Private,HS-grad,Never Married,<=50K.
17,NA,11th,Never Married,<=50K.
38,Private,Bachelors,Never Married,<=50K.
45,NA,11th,Divorced,<=50K.
25,Govt,Some-college,Never Married,<=50K.
50,Private,HS-grad,Married,>50K.
53,Govt,HS-grad,Married,<=50K.
24,Private,HS-grad,Never Married,<=50K.
33,Private,HS-grad,Married,>50K.
57,Govt,Masters,Married,>50K.
39,Private,Prof-school,Married,>50K.
30,Private,Some-college,Divorced,<=50K.
31,Govt,HS-grad,Married,>50K.
39,Govt,Some-college,Never Married,<=50K.
30,Private,Bachelors,Never Married,<=50K.
48,Private,Some-college,Separated,<=50K.
62,NA,Masters,Married,<=50K.
39,Private,HS-grad,Married,>50K.
34,Private,HS-grad,Never Married,<=50K.
45,Private,Masters,Married,>50K.
32,Private,11th,Divorced,<=50K.
40,Govt,Some-college,Never Married,<=50K.
17,Private,10th,Never Married,<=50K.
19,NA,10th,Never Married,<=50K.
25,Private,HS-grad,Married,<=50K.
42,Private,Some-college,Married,<=50K.
66,Private,Bachelors,Married,<=50K.
63,Self,HS-grad,Widowed,<=50K.
43,Private,7th-8th,Married,<=50K.
26,Private,HS-grad,Never Married,<=50K.
23,Private,HS-grad,Married,>50K.
39,Private,Prof-school,Married,>50K.
47,Self,HS-grad,Married,>50K.
36,Private,HS-grad,Never Married,<=50K.
35,Private,HS-grad,Married,<=50K.
25,Private,HS-grad,Never Married,<=50K.
21,Govt,Some-college,Never Married,<=50K.
46,Private,HS-grad,Married,<=50K.
43,Private,10th,Married,<=50K.
31,Govt,Doctorate,Married,>50K.
41,Private,HS-grad,Divorced,<=50K.
50,Private,HS-grad,Widowed,<=50K.
36,Private,11th,Separated,<=50K.
31,NA,HS-grad,Separated,<=50K.
45,Self,7th-8th,Married,>50K.
50,Private,11th,Married,>50K.
52,Private,7th-8th,Married,<=50K.
40,Private,Doctorate,Married,>50K.
55,Private,Bachelors,Married,>50K.
64,NA,10th,Married,>50K.
51,Self,Prof-school,Married,>50K.
30,Private,Some-college,Married,>50K.
56,Govt,Masters,Divorced,<=50K.
35,Private,HS-grad,Married,<=50K.
55,Self,10th,Married,<=50K.
30,Private,HS-grad,Never Married,<=50K.
34,Private,HS-grad,Never Married,<=50K.
36,Private,Assoc-voc,Married,>50K.
43,Self,HS-grad,Married,<=50K.
24,Govt,Some-college,Never Married,<=50K.
30,Private,10th,Married,<=50K.
33,Govt,Assoc-voc,Never Married,<=50K.
32,Private,Assoc-acdm,Never Married,<=50K.
29,Govt,Bachelors,Never Married,<=50K.
50,Private,HS-grad,Married,<=50K.
18,Private,11th,Never Married,<=50K.
20,Private,11th,Never Married,<=50K.
45,Govt,Masters,Married,>50K.
22,Private,Some-college,Never Married,<=50K.
45,Private,Prof-school,Married,>50K.
41,Private,HS-grad,Married,<=50K.
42,Govt,7th-8th,Married,<=50K.
24,Private,Bachelors,Never Married,<=50K.
22,Private,HS-grad,Never Married,<=50K.
28,Private,HS-grad,Married,>50K.
23,Private,Some-college,Never Married,<=50K.
21,Private,7th-8th,Never Married,<=50K.
23,Private,Bachelors,Never Married,<=50K.
45,Private,Some-college,Divorced,<=50K.
41,Private,HS-grad,Divorced,<=50K.
49,Govt,HS-grad,Married,>50K.
38,Private,Some-college,Never Married,<=50K.
37,Private,HS-grad,Never Married,<=50K.
70,Private,Bachelors,Widowed,<=50K.
24,Private,HS-grad,Never Married,<=50K.
28,Govt,Bachelors,Never Married,<=50K.
24,Private,Assoc-voc,Never Married,<=50K.
83,Self,10th,Married,>50K.
69,Private,Doctorate,Married,>50K.
37,Private,HS-grad,Never Married,<=50K.
28,Private,Bachelors,Never Married,<=50K.
54,Private,Some-college,Divorced,<=50K.
71,Private,HS-grad,Married,>50K.
56,Govt,HS-grad,Widowed,<=50K.
27,Govt,Bachelors,Never Married,<=50K.
42,Self,Masters,Married,>50K.
21,Private,HS-grad,Never Married,<=50K.
29,Private,Assoc-voc,Married,<=50K.
27,Private,7th-8th,Never Married,<=50K.
32,Private,Bachelors,Never Married,>50K.
31,Private,Some-college,Never Married,<=50K.
38,Private,Some-college,Separated,<=50K.
55,Govt,Doctorate,Married,>50K.
48,Private,HS-grad,Married,<=50K.
58,Self,HS-grad,Widowed,<=50K.
23,Private,Some-college,Never Married,<=50K.
28,Govt,Some-college,Never Married,<=50K.
49,Govt,Some-college,Married,<=50K.
51,Private,HS-grad,Married,<=50K.
23,Private,HS-grad,Separated,<=50K.
40,Self,HS-grad,Divorced,<=50K.
59,Private,HS-grad,Divorced,<=50K.
47,Private,Bachelors,Divorced,<=50K.
37,Private,HS-grad,Married,<=50K.
39,Private,Assoc-acdm,Divorced,<=50K.
43,Private,Some-college,Married,<=50K.
40,Private,Assoc-voc,Married,<=50K.
48,Private,10th,Married,>50K.
29,Private,9th,Never Married,<=50K.
48,Private,Some-college,Married,>50K.
37,Private,Bachelors,Never Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
28,Private,10th,Never Married,<=50K.
56,Private,5th-6th,Married,<=50K.
45,Private,HS-grad,Divorced,<=50K.
60,Govt,Some-college,Married,<=50K.
53,Govt,Masters,Married,>50K.
37,Govt,HS-grad,Married,<=50K.
31,Private,HS-grad,Married,<=50K.
29,Private,Assoc-voc,Married,>50K.
31,NA,HS-grad,Widowed,<=50K.
39,Private,HS-grad,Married,<=50K.
31,Govt,Bachelors,Married,>50K.
42,Private,Bachelors,Married,>50K.
17,Private,11th,Never Married,<=50K.
19,Private,HS-grad,Never Married,<=50K.
24,Private,Bachelors,Never Married,<=50K.
62,Private,HS-grad,Married,>50K.
34,Private,1st-4th,Never Married,<=50K.
47,Self,Masters,Married,>50K.
58,Private,Bachelors,Never Married,<=50K.
23,Private,Assoc-voc,Never Married,<=50K.
33,Private,HS-grad,Never Married,<=50K.
76,Private,HS-grad,Widowed,<=50K.
40,Private,HS-grad,Divorced,<=50K.
28,Private,7th-8th,Divorced,<=50K.
41,Private,Some-college,Married,<=50K.
46,Govt,HS-grad,Married,>50K.
22,Govt,Some-college,Never Married,<=50K.
29,Private,Assoc-voc,Married,<=50K.
26,Private,HS-grad,Never Married,<=50K.
31,Private,Bachelors,Never Married,>50K.
22,Private,HS-grad,Never Married,<=50K.
41,Private,Some-college,Never Married,<=50K.
29,Private,HS-grad,Never Married,<=50K.
60,Private,Assoc-voc,Married,>50K.
72,Govt,HS-grad,Married,>50K.
41,Self,Some-college,Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
25,Private,Bachelors,Never Married,<=50K.
24,Private,Bachelors,Never Married,<=50K.
59,Private,9th,Married,<=50K.
17,Private,11th,Never Married,<=50K.
59,NA,Bachelors,Married,>50K.
69,NA,Some-college,Never Married,<=50K.
25,Private,Some-college,Married,<=50K.
50,NA,HS-grad,Married,<=50K.
29,Private,HS-grad,Separated,<=50K.
43,Private,HS-grad,Married,<=50K.
29,Govt,Some-college,Never Married,<=50K.
29,Govt,Some-college,Divorced,<=50K.
32,Govt,Some-college,Married,>50K.
17,NA,10th,Never Married,<=50K.
50,Self,HS-grad,Married,>50K.
43,Private,Some-college,Married,<=50K.
41,Private,HS-grad,Never Married,<=50K.
32,Private,Bachelors,Married,>50K.
54,Govt,Masters,Never Married,>50K.
65,Private,HS-grad,Married,>50K.
18,NA,HS-grad,Never Married,<=50K.
70,Self,Some-college,Married,>50K.
53,Private,Masters,Married,>50K.
37,Private,Bachelors,Married,>50K.
21,Private,Some-college,Never Married,<=50K.
20,Private,HS-grad,Never Married,<=50K.
47,Govt,HS-grad,Divorced,<=50K.
26,Private,HS-grad,Married,<=50K.
31,Private,Prof-school,Never Married,<=50K.
45,Self,Some-college,Married,<=50K.
35,Private,HS-grad,Separated,<=50K.
55,Private,Bachelors,Married,>50K.
49,Private,Masters,Married,>50K.
33,Self,HS-grad,Never Married,<=50K.
30,Govt,Prof-school,Never Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
48,Self,Bachelors,Married,>50K.
41,Private,Some-college,Divorced,>50K.
29,Private,Bachelors,Married,>50K.
47,Govt,Masters,Married,>50K.
53,Govt,Masters,Married,>50K.
19,Private,Some-college,Never Married,<=50K.
71,Private,HS-grad,Divorced,<=50K.
29,Private,Some-college,Never Married,<=50K.
43,Govt,Some-college,Married,<=50K.
23,Private,Bachelors,Never Married,<=50K.
52,Private,Some-college,Divorced,<=50K.
56,Private,Bachelors,Married,>50K.
28,Private,10th,Never Married,<=50K.
44,Self,Bachelors,Married,<=50K.
37,Govt,Bachelors,Never Married,<=50K.
30,Private,Assoc-voc,Married,>50K.
31,Govt,HS-grad,Married,<=50K.
20,Private,Some-college,Never Married,<=50K.
64,Private,HS-grad,Married,>50K.
45,Private,HS-grad,Married,<=50K.
40,Private,Some-college,Never Married,>50K.
19,Private,HS-grad,Never Married,<=50K.
54,Private,Bachelors,Divorced,>50K.
61,Self,Doctorate,Married,>50K.
18,Private,11th,Never Married,<=50K.
62,NA,HS-grad,Married,>50K.
33,Private,Assoc-voc,Never Married,<=50K.
51,Private,HS-grad,Separated,<=50K.
54,Private,HS-grad,Married,<=50K.
24,Private,Some-college,Married,<=50K.
54,Private,Some-college,Divorced,<=50K.
42,Private,Bachelors,Married,>50K.
51,Govt,Masters,Widowed,>50K.
41,Private,Some-college,Married,>50K.
47,Govt,Assoc-acdm,Separated,<=50K.
31,Govt,Some-college,Divorced,<=50K.
21,Private,Assoc-voc,Never Married,<=50K.
52,Private,Some-college,Divorced,<=50K.
20,Private,Some-college,Never Married,<=50K.
18,Private,HS-grad,Never Married,<=50K.
58,Private,HS-grad,Married,<=50K.
23,Private,HS-grad,Never Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
43,Govt,Assoc-voc,Married,<=50K.
53,Private,HS-grad,Divorced,<=50K.
18,Private,HS-grad,Married,<=50K.
44,Private,Bachelors,Married,>50K.
31,Private,Bachelors,Never Married,<=50K.
48,Private,1st-4th,Married,<=50K.
55,Self,Masters,Divorced,<=50K.
24,Private,Some-college,Never Married,<=50K.
41,Govt,Masters,Married,>50K.
35,Private,HS-grad,Married,>50K.
47,Govt,Assoc-voc,Divorced,<=50K.
54,Private,Some-college,Married,<=50K.
40,Private,Bachelors,Separated,<=50K.
56,Self,Some-college,Divorced,<=50K.
23,Private,Assoc-voc,Never Married,<=50K.
34,Self,HS-grad,Married,<=50K.
27,Govt,HS-grad,Never Married,<=50K.
32,Private,Bachelors,Never Married,>50K.
72,Self,Some-college,Married,<=50K.
43,Govt,12th,Married,<=50K.
32,Private,Assoc-acdm,Divorced,<=50K.
53,Private,Some-college,Separated,<=50K.
18,Private,12th,Never Married,<=50K.
38,Private,10th,Widowed,<=50K.
41,Govt,Assoc-voc,Divorced,<=50K.
29,Private,HS-grad,Never Married,<=50K.
70,NA,Some-college,Married,>50K.
46,Self,Bachelors,Widowed,<=50K.
47,Private,Some-college,Married,<=50K.
56,Govt,Some-college,Married,<=50K.
28,Private,HS-grad,Married,<=50K.
55,Govt,Prof-school,Married,>50K.
50,Govt,Bachelors,Married,<=50K.
47,Private,11th,Divorced,<=50K.
42,Self,HS-grad,Married,<=50K.
22,Private,Some-college,Never Married,<=50K.
42,Private,5th-6th,Married,<=50K.
42,Govt,Some-college,Divorced,<=50K.
46,Private,HS-grad,Divorced,<=50K.
45,Private,Some-college,Married,>50K.
55,Private,HS-grad,Married,<=50K.
57,Private,Bachelors,Married,>50K.
25,Private,12th,Never Married,<=50K.
43,Private,HS-grad,Married,<=50K.
34,Self,Bachelors,Divorced,<=50K.
27,Govt,Bachelors,Divorced,<=50K.
25,Private,HS-grad,Never Married,<=50K.
37,Private,Some-college,Never Married,<=50K.
48,Private,Some-college,Divorced,<=50K.
38,Private,HS-grad,Married,<=50K.
17,Private,10th,Never Married,<=50K.
70,Private,Assoc-voc,Married,>50K.
37,Private,HS-grad,Divorced,<=50K.
45,Private,HS-grad,Married,<=50K.
56,Private,HS-grad,Married,>50K.
64,Private,HS-grad,Married,<=50K.
35,Govt,Some-college,Divorced,<=50K.
23,Private,HS-grad,Never Married,<=50K.
42,Govt,HS-grad,Married,<=50K.
23,Private,Some-college,Never Married,<=50K.
26,NA,Some-college,Never Married,<=50K.
56,Govt,HS-grad,Married,>50K.
41,Private,Bachelors,Married,>50K.
47,Self,5th-6th,Married,<=50K.
21,Private,Some-college,Never Married,<=50K.
29,Private,HS-grad,Never Married,<=50K.
32,Govt,Some-college,Married,<=50K.
72,Private,9th,Widowed,<=50K.
69,Self,Prof-school,Married,>50K.
19,Private,Some-college,Never Married,<=50K.
25,Govt,Bachelors,Never Married,<=50K.
56,Private,Some-college,Married,>50K.
42,Private,Masters,Never Married,>50K.
58,Private,Bachelors,Divorced,<=50K.
24,Private,Bachelors,Never Married,<=50K.
41,Private,Assoc-voc,Married,>50K.
40,Private,10th,Married,>50K.
37,Private,HS-grad,Married,<=50K.
25,Private,Assoc-acdm,Divorced,<=50K.
43,Self,Bachelors,Married,>50K.
36,Private,HS-grad,Never Married,<=50K.
41,Private,HS-grad,Married,<=50K.
31,Private,Bachelors,Never Married,<=50K.
22,Private,HS-grad,Never Married,<=50K.
36,Private,Assoc-voc,Married,<=50K.
42,Private,10th,Married,<=50K.
29,Private,HS-grad,Married,<=50K.
25,Private,HS-grad,Never Married,<=50K.
23,Private,Bachelors,Never Married,<=50K.
34,Private,HS-grad,Separated,<=50K.
27,Private,HS-grad,Married,<=50K.
32,Private,Bachelors,Married,>50K.
33,Private,Some-college,Married,<=50K.
38,Private,Bachelors,Divorced,<=50K.
21,Private,Some-college,Never Married,<=50K.
39,Private,Assoc-voc,Married,<=50K.
50,Private,Bachelors,Married,>50K.
32,Private,Some-college,Never Married,<=50K.
40,Govt,HS-grad,Married,>50K.
58,Govt,Some-college,Married,>50K.
20,Private,HS-grad,Never Married,<=50K.
63,NA,HS-grad,Divorced,<=50K.
56,Private,Bachelors,Married,<=50K.
30,Govt,Bachelors,Married,<=50K.
39,Private,Some-college,Divorced,<=50K.
25,Private,Assoc-acdm,Never Married,>50K.
33,Private,HS-grad,Married,>50K.
41,Govt,Bachelors,Never Married,<=50K.
50,Private,Some-college,Divorced,<=50K.
44,Private,Some-college,Married,<=50K.
27,Private,Bachelors,Never Married,<=50K.
27,Private,Bachelors,Never Married,>50K.
58,Private,5th-6th,Married,<=50K.
25,Private,Some-college,Never Married,<=50K.
31,Private,HS-grad,Married,<=50K.
39,Private,HS-grad,Married,>50K.
55,Private,Assoc-voc,Married,>50K.
22,Private,Assoc-voc,Never Married,<=50K.
44,Private,Assoc-acdm,Separated,<=50K.
41,NA,Assoc-voc,Married,<=50K.
44,Private,12th,Divorced,<=50K.
61,Private,7th-8th,Married,<=50K.
32,Private,Assoc-voc,Married,<=50K.
35,Private,Bachelors,Married,>50K.
28,Private,Some-college,Married,<=50K.
57,Private,Bachelors,Married,>50K.
32,Private,Doctorate,Married,>50K.
46,Govt,7th-8th,Never Married,<=50K.
26,Self,HS-grad,Married,<=50K.
43,Self,HS-grad,Married,<=50K.
62,Govt,HS-grad,Divorced,<=50K.
60,Govt,Masters,Married,>50K.
67,Private,HS-grad,Divorced,<=50K.
19,Private,HS-grad,Never Married,<=50K.
55,NA,HS-grad,Never Married,<=50K.
48,Private,10th,Married,>50K.
19,Govt,HS-grad,Never Married,<=50K.
19,Private,Some-college,Never Married,<=50K.
43,Private,HS-grad,Divorced,<=50K.
31,Private,Doctorate,Married,<=50K.
65,Private,Some-college,Married,<=50K.
32,Private,HS-grad,Never Married,<=50K.
36,Govt,Masters,Married,>50K.
41,Private,HS-grad,Married,<=50K.
33,Govt,Some-college,Married,<=50K.
72,NA,10th,Divorced,<=50K.
34,Private,Bachelors,Married,>50K.
27,Private,Some-college,Never Married,<=50K.
75,Self,11th,Never Married,<=50K.
39,NA,10th,Widowed,<=50K.
51,Private,HS-grad,Married,>50K.
47,Private,HS-grad,Married,<=50K.
31,Private,Some-college,Never Married,<=50K.
40,Private,Masters,Never Married,>50K.
48,Private,HS-grad,Divorced,<=50K.
36,Govt,Bachelors,Never Married,<=50K.
